CONSTRAINT_NAME,CONSTRAINT_TYPE,TABLE_NAME,SEARCH_CONDITION,REF_PK,DELETE_RULE,CORDERBY,CONS_COLS,REF_TABLE,REF_COLUMNS,DATASOURCE
ARPMNTL_PK,PRIMARY KEY,AR_PAYMENT_LINES,None,NOVALUE,NO ACTION,1,PAYMENT_LINE_ID,None,None,ORATECHDATAHUB
ARREPAYMENT_PK,PRIMARY KEY,AR_REPAYMENT_LINES,None,NOVALUE,NO ACTION,1,REPAYMENT_LINE_ID,None,None,ORATECHDATAHUB
ARSALCRGRP_PK,PRIMARY KEY,AR_SALCR_GROUPS,None,NOVALUE,NO ACTION,1,SALCR_GROUP_ID,None,None,ORATECHDATAHUB
ARSALCRGRPM_PK,PRIMARY KEY,AR_SALCR_GROUP_MEMBERS,None,NOVALUE,NO ACTION,1,SALCR_GROUP_MEMBER_ID,None,None,ORATECHDATAHUB
AR_SALH_PK,PRIMARY KEY,AR_SALESORDER_HEADERS,None,NOVALUE,NO ACTION,1,ORDER_HEADER_ID,None,None,ORATECHDATAHUB
ARSALORDERIMP_PK,PRIMARY KEY,AR_SALESORDER_IMPORT,None,NOVALUE,NO ACTION,1,IMPORT_ID,None,None,ORATECHDATAHUB
ARSOLINE_PK,PRIMARY KEY,AR_SALESORDER_LINES,None,NOVALUE,NO ACTION,1,ORDER_LINE_ID,None,None,ORATECHDATAHUB
ARPICKLIST_PK,PRIMARY KEY,AR_SALESORDER_PICKLIST,None,NOVALUE,NO ACTION,1,PICKLIST_ID,None,None,ORATECHDATAHUB
ARSOSTAT_PK,PRIMARY KEY,AR_SALESORDER_STATUSES,None,NOVALUE,NO ACTION,1,STATUS_ID,None,None,ORATECHDATAHUB
ARSALPER_PK,PRIMARY KEY,AR_SALES_PERSONS,None,NOVALUE,NO ACTION,1,SALES_PERSON_ID,None,None,ORATECHDATAHUB
ARSOIMPBATCH_PK,PRIMARY KEY,AR_SOIMPORT_BATCH,None,NOVALUE,NO ACTION,1,BATCH_ID,None,None,ORATECHDATAHUB
INVMINSTOCK_PK,PRIMARY KEY,AUDIT_MINUSSTOCK,None,NOVALUE,NO ACTION,1,MINUSSTOCK_ID,None,None,ORATECHDATAHUB
CMNINFO_PK,PRIMARY KEY,CMN_ADDITIONAL_INFO,None,NOVALUE,NO ACTION,1,INFO_ID,None,None,ORATECHDATAHUB
CMNALERT_PK,PRIMARY KEY,CMN_ALERTS,None,NOVALUE,NO ACTION,1,ALERT_ID,None,None,ORATECHDATAHUB
CAL_PK,PRIMARY KEY,CMN_AUDIT_LOGINS,None,NOVALUE,NO ACTION,1,ID,None,None,ORATECHDATAHUB
CB_PK,PRIMARY KEY,CMN_BANKS,None,NOVALUE,NO ACTION,1,BANK_ID,None,None,ORATECHDATAHUB
CBA_PK,PRIMARY KEY,CMN_BANK_ACCOUNTS,None,NOVALUE,NO ACTION,1,BANK_ACCOUNT_ID,None,None,ORATECHDATAHUB
CBC_PK,PRIMARY KEY,CMN_BANK_CHEQUES,None,NOVALUE,NO ACTION,1,BANK_ID~CBA_BANK_ACCOUNT_ID~,None,None,ORATECHDATAHUB
CBS_PK,PRIMARY KEY,CMN_BANK_STATEMENTS,None,NOVALUE,NO ACTION,1,CBS_ID,None,None,ORATECHDATAHUB
CBS1_PK,PRIMARY KEY,CMN_BUSINESS_SECTORS,None,NOVALUE,NO ACTION,1,CBS1_ID,None,None,ORATECHDATAHUB
CBU_PK,PRIMARY KEY,CMN_BUSINESS_UNITS,None,NOVALUE,NO ACTION,1,BU_ID,None,None,ORATECHDATAHUB
CMNCALENDAR_PK,PRIMARY KEY,CMN_CALENDAR,None,NOVALUE,NO ACTION,1,CC_ID,None,None,ORATECHDATAHUB
CMNCARDS_PK,PRIMARY KEY,CMN_CARDS,None,NOVALUE,NO ACTION,1,CARD_ID,None,None,ORATECHDATAHUB
CARDOPTIONS_PK,PRIMARY KEY,CMN_CARD_OPTIONS,None,NOVALUE,NO ACTION,1,CARD_OPTIONS_ID,None,None,ORATECHDATAHUB
CLOCKINOUT_PK,PRIMARY KEY,CMN_CLOCKINOUT,None,NOVALUE,NO ACTION,1,CLOCKINOUT_ID,None,None,ORATECHDATAHUB
COMMODITYCODE_PK,PRIMARY KEY,CMN_COMMODITY_CODES,None,NOVALUE,NO ACTION,1,CCC_ID,None,None,ORATECHDATAHUB
COMMODITYRATE_PK,PRIMARY KEY,CMN_COMMODITY_RATES,None,NOVALUE,NO ACTION,1,CCR_ID,None,None,ORATECHDATAHUB
CMNCOMM_PK,PRIMARY KEY,CMN_COMMUNICATIONS,None,NOVALUE,NO ACTION,1,COMMUNICATION_ID,None,None,ORATECHDATAHUB
CC_PK,PRIMARY KEY,CMN_COMPANIES,None,NOVALUE,NO ACTION,1,COMP_ID,None,None,ORATECHDATAHUB
CMNCONTACT_PK,PRIMARY KEY,CMN_CONTACTS,None,NOVALUE,NO ACTION,1,CONTACT_ID,None,None,ORATECHDATAHUB
CMNPERMISSION_PK,PRIMARY KEY,CMN_CONTACT_PERMISSIONS,None,NOVALUE,NO ACTION,1,PERMISSION_ID,None,None,ORATECHDATAHUB
CMC_PK,PRIMARY KEY,CMN_CONTAINERS,None,NOVALUE,NO ACTION,1,PC_ID,None,None,ORATECHDATAHUB
CCO_PK,PRIMARY KEY,CMN_COUNTRIES,None,NOVALUE,NO ACTION,1,COUNTRY_CODE,None,None,ORATECHDATAHUB
CC1_PK,PRIMARY KEY,CMN_CURRENCIES,None,NOVALUE,NO ACTION,1,CURRENCY_CODE~CUR_COUNTRY~,None,None,ORATECHDATAHUB
CCR_PK,PRIMARY KEY,CMN_CURRENCY_RATES,None,NOVALUE,NO ACTION,1,FROM_CURRENCY_CODE~CURRENCY_RATE_DATE~TO_CURRENCY_CODE,None,None,ORATECHDATAHUB
CF_PK,PRIMARY KEY,CMN_FUNCTIONS,None,NOVALUE,NO ACTION,1,FUNCTION_ID,None,None,ORATECHDATAHUB
CMNGRANT_PRIV_PK,PRIMARY KEY,CMN_GRANTED_PRIVS,None,NOVALUE,NO ACTION,1,GRANTED_PRIV_ID,None,None,ORATECHDATAHUB
CMNIMPBATCH_PK,PRIMARY KEY,CMN_IMPORT_BATCH,None,NOVALUE,NO ACTION,1,BATCH_ID,None,None,ORATECHDATAHUB
CMN_LANG_PK,PRIMARY KEY,CMN_LANGUAGES,None,NOVALUE,NO ACTION,1,LANGUAGE_CODE,None,None,ORATECHDATAHUB
CMNLANGTEXTS_PK,PRIMARY KEY,CMN_LANGUAGE_TEXTS,None,NOVALUE,NO ACTION,1,LANGUAGE_CODE~SOURCE_OBJECT~SOURCE_OBJECT_IDENTIFIER~SOURCE_OBJECT_ID~,None,None,ORATECHDATAHUB
CLU_PK,PRIMARY KEY,CMN_LOGGEDIN_USERS,None,NOVALUE,NO ACTION,1,CU_USER_ID,None,None,ORATECHDATAHUB
CLC_PK,PRIMARY KEY,CMN_LOOKUP_CODES,None,NOVALUE,NO ACTION,1,CLT_LOOKUP_TYPE~LOOKUP_CODE~,None,None,ORATECHDATAHUB
CMNLKUPLINK_PK,PRIMARY KEY,CMN_LOOKUP_LINKS,None,NOVALUE,NO ACTION,1,CLL_ID,None,None,ORATECHDATAHUB
CLT_PK,PRIMARY KEY,CMN_LOOKUP_TYPES,None,NOVALUE,NO ACTION,1,LOOKUP_TYPE,None,None,ORATECHDATAHUB
CMNMAILMERGEH_PK,PRIMARY KEY,CMN_MAILMERGE_HEADERS,None,NOVALUE,NO ACTION,1,MERGE_HEADER_ID,None,None,ORATECHDATAHUB
CMNMAILMERGEL_PK,PRIMARY KEY,CMN_MAILMERGE_LINES,None,NOVALUE,NO ACTION,1,MERGE_LINE_ID,None,None,ORATECHDATAHUB
CM_PK,PRIMARY KEY,CMN_MENUS,None,NOVALUE,NO ACTION,1,MENU_ID,None,None,ORATECHDATAHUB
PALLETLINE1_PK,PRIMARY KEY,PALLET_LINES,None,NOVALUE,NO ACTION,1,PALLET_LINE_ID,None,None,ORATECHDATAHUB
PALLETTRANS1_PK,PRIMARY KEY,PALLET_TRANSACTIONS,None,NOVALUE,NO ACTION,1,PALLET_TRANS_ID,None,None,ORATECHDATAHUB
PB_PK,PRIMARY KEY,PO_BUYERS,None,NOVALUE,NO ACTION,1,PO_BUYER_ID,None,None,ORATECHDATAHUB
PGH_PK,PRIMARY KEY,PO_GRN_HEADERS,None,NOVALUE,NO ACTION,1,GRN_ID,None,None,ORATECHDATAHUB
PGL_PK,PRIMARY KEY,PO_GRN_LINES,None,NOVALUE,NO ACTION,1,GRN_LINE_ID,None,None,ORATECHDATAHUB
POH_PK,PRIMARY KEY,PO_HEADERS,None,NOVALUE,NO ACTION,1,PO_HEADER_ID,None,None,ORATECHDATAHUB
POL_PRIMARYKEY,PRIMARY KEY,PO_LINES,None,NOVALUE,NO ACTION,1,PO_LINE_ID,None,None,ORATECHDATAHUB
POORDPADHEAD_PK,PRIMARY KEY,PO_ORDERPAD_HEADERS,None,NOVALUE,NO ACTION,1,ORDERPAD_HEADER_ID,None,None,ORATECHDATAHUB
POORDERPADLINE_PK,PRIMARY KEY,PO_ORDERPAD_LINES,None,NOVALUE,NO ACTION,1,ORDERPAD_LINE_ID,None,None,ORATECHDATAHUB
PRICETEMPHEADERS_PK,PRIMARY KEY,PRICE_TEMPLATE_HEADERS,None,NOVALUE,NO ACTION,1,PRICETEMP_ID,None,None,ORATECHDATAHUB
PRICETEMPLINES_PK,PRIMARY KEY,PRICE_TEMPLATE_LINES,None,NOVALUE,NO ACTION,1,PRICETEMP_LINE_ID,None,None,ORATECHDATAHUB
PRUPDH_PK,PRIMARY KEY,PRICE_UPDATEITEMCP_HEADERS,None,NOVALUE,NO ACTION,1,UPDATEITEMCP_HEADER_ID,None,None,ORATECHDATAHUB
PRUPDL_PK,PRIMARY KEY,PRICE_UPDATEITEMCP_LINES,None,NOVALUE,NO ACTION,1,UPDATEITEMCP_LINE_ID,None,None,ORATECHDATAHUB
PRUPDATESP_PK,PRIMARY KEY,PRICE_UPDATESP_PRICES,None,NOVALUE,NO ACTION,1,UPDATESP_ID,None,None,ORATECHDATAHUB
ARPLH_PK,PRIMARY KEY,PR_PRICELIST_HEADERS,None,NOVALUE,NO ACTION,1,PRICELIST_HEADER_ID,None,None,ORATECHDATAHUB
PRPL_PK,PRIMARY KEY,PR_PRICELIST_LINES,None,NOVALUE,NO ACTION,1,PRICELIST_LINE_ID,None,None,ORATECHDATAHUB
SYSATTHEAD_PK,PRIMARY KEY,SYS_ATTACHMENT_HEADERS,None,NOVALUE,NO ACTION,1,ATTACHMENT_ID,None,None,ORATECHDATAHUB
SYSATTLINE_PK,PRIMARY KEY,SYS_ATTACHMENT_LINES,None,NOVALUE,NO ACTION,1,ATTACHMENT_LINE_ID,None,None,ORATECHDATAHUB
SYSCTRLH_PK,PRIMARY KEY,SYS_CONTROL_HEADERS,None,NOVALUE,NO ACTION,1,CONTROL_HEADER_ID,None,None,ORATECHDATAHUB
SYSLINECTRL_PK,PRIMARY KEY,SYS_CONTROL_LINES,None,NOVALUE,NO ACTION,1,CONTROL_LINE_ID,None,None,ORATECHDATAHUB
CMNPARAMVALUE_PK,PRIMARY KEY,SYS_JOB_PARAM_VALUES,None,NOVALUE,NO ACTION,1,PARAMVALUE_ID,None,None,ORATECHDATAHUB
JOBQUEUE_PK,PRIMARY KEY,SYS_JOB_QUEUE,None,NOVALUE,NO ACTION,1,QUEUE_ID,None,None,ORATECHDATAHUB
SYSLASTSAVED_PK,PRIMARY KEY,SYS_LASTSAVED_VALUES,None,NOVALUE,NO ACTION,1,SAVED_ID,None,None,ORATECHDATAHUB
SYSLOGGEDINSESSION_PK,PRIMARY KEY,SYS_LOGGEDINSESSIONS,None,NOVALUE,NO ACTION,1,SESSION_ID,None,None,ORATECHDATAHUB
SYSSAUDIT_PK,PRIMARY KEY,SYS_LOGIN_AUDIT,None,NOVALUE,NO ACTION,1,LOGIN_AUDIT_ID,None,None,ORATECHDATAHUB
SYSLOGH_PK,PRIMARY KEY,SYS_LOG_HEADERS,None,NOVALUE,NO ACTION,1,LOG_HEADER_ID,None,None,ORATECHDATAHUB
SYSLOGL_PK,PRIMARY KEY,SYS_LOG_LINES,None,NOVALUE,NO ACTION,1,LOG_LINE_ID,None,None,ORATECHDATAHUB
SYSNOTIFH_PK,PRIMARY KEY,SYS_NOTIFICATION_EVENTS,None,NOVALUE,NO ACTION,1,EVENT_ID,None,None,ORATECHDATAHUB
SYSNOTIFL_PK,PRIMARY KEY,SYS_NOTIFICATION_RECIPIENTS,None,NOVALUE,NO ACTION,1,EVENT_LINE_ID,None,None,ORATECHDATAHUB
SYSPROG_PK,PRIMARY KEY,SYS_PROGRAMS,None,NOVALUE,NO ACTION,1,PROGRAM_ID,None,None,ORATECHDATAHUB
SYSCHJOB_PK,PRIMARY KEY,SYS_SCHEDULE_JOBS,None,NOVALUE,NO ACTION,1,JOB_ID,None,None,ORATECHDATAHUB
SYSUIITEMATTR_ID_PK,PRIMARY KEY,SYS_UIITEMATTRS,None,NOVALUE,NO ACTION,1,ITEM_ATTR_ID,None,None,ORATECHDATAHUB
SYSUIITEM_ID_PK,PRIMARY KEY,SYS_UIITEMS,None,NOVALUE,NO ACTION,1,ITEM_ID,None,None,ORATECHDATAHUB
SYSUIREG_ID_PK,PRIMARY KEY,SYS_UIREGIONS,None,NOVALUE,NO ACTION,1,REGION_ID,None,None,ORATECHDATAHUB
SYSUSERCTRL_PK,PRIMARY KEY,SYS_USER_CONTROLS,None,NOVALUE,NO ACTION,1,USER_CONTROL_ID,None,None,ORATECHDATAHUB
SYSWORKLIST_ID_PK,PRIMARY KEY,SYS_WORKLIST,None,NOVALUE,NO ACTION,1,WORKLIST_ID,None,None,ORATECHDATAHUB
TP_SOURCELINE_PK,PRIMARY KEY,TP_STOCK_LINES,None,NOVALUE,NO ACTION,1,TP_STOCK_LINE_ID,None,None,ORATECHDATAHUB
TPSOURCE_PK,PRIMARY KEY,TP_STOCK_SOURCES,None,NOVALUE,NO ACTION,1,TP_SOURCE_ID,None,None,ORATECHDATAHUB
WWW_NODES_PK,PRIMARY KEY,WWW_NODES,None,NOVALUE,NO ACTION,1,WWW_NODE_ID,None,None,ORATECHDATAHUB
WWW_SOURCE_PK,PRIMARY KEY,WWW_SOURCES,None,NOVALUE,NO ACTION,1,WWW_SOURCE_ID,None,None,ORATECHDATAHUB
WWW_SUBSOURCE_PK,PRIMARY KEY,WWW_SUB_SOURCES,None,NOVALUE,NO ACTION,1,WWW_SUB_SOURCE_ID,None,None,ORATECHDATAHUB
ADH_PK,PRIMARY KEY,AP_DBNOTE_HEADERS,None,NOVALUE,NO ACTION,1,DBNOTE_ID,None,None,ORATECHDATAHUB
APINV_PK,PRIMARY KEY,AP_INVOICE_HEADERS,None,NOVALUE,NO ACTION,1,INVOICE_ID,None,None,ORATECHDATAHUB
APINVL_PK,PRIMARY KEY,AP_INVOICE_LINES,None,NOVALUE,NO ACTION,1,INVOICE_LINE_ID,None,None,ORATECHDATAHUB
AO1_PK,PRIMARY KEY,AP_OPTIONS,None,NOVALUE,NO ACTION,1,AP_OPTIONS_ID,None,None,ORATECHDATAHUB
APPMNT_PK,PRIMARY KEY,AP_PAYMENT_HEADERS,None,NOVALUE,NO ACTION,1,PAYMENT_HEADER_ID,None,None,ORATECHDATAHUB
APPMNTL_PK,PRIMARY KEY,AP_PAYMENT_LINES,None,NOVALUE,NO ACTION,1,PAYMENT_LINE_ID,None,None,ORATECHDATAHUB
SUP_PK,PRIMARY KEY,AP_SUPPLIERS,None,NOVALUE,NO ACTION,1,SUPPLIER_ID,None,None,ORATECHDATAHUB
ASPL_PK,PRIMARY KEY,AP_SUPPLIER_PRICE_LISTS,None,NOVALUE,NO ACTION,1,PRICE_LIST_ID,None,None,ORATECHDATAHUB
AOL_PK,PRIMARY KEY,AP_DBNOTE_LINES,None,NOVALUE,NO ACTION,1,DBNOTE_LINE_ID,None,None,ORATECHDATAHUB
ASP_PK,PRIMARY KEY,AP_SUPPLIER_PROFILES,None,NOVALUE,NO ACTION,1,SUP_PROFILE_ID,None,None,ORATECHDATAHUB
SUPSNAP_PK,PRIMARY KEY,AP_SUPSUM_SNAP,None,NOVALUE,NO ACTION,1,SNAPSHOT_ID,None,None,ORATECHDATAHUB
CUST_PK,PRIMARY KEY,AR_CUSTOMERS,None,NOVALUE,NO ACTION,1,CUSTOMER_ID,None,None,ORATECHDATAHUB
ARCUSTOMERIMP_PK,PRIMARY KEY,AR_CUSTOMER_IMPORT,None,NOVALUE,NO ACTION,1,IMPORT_ID,None,None,ORATECHDATAHUB
ARPL_PK,PRIMARY KEY,AR_CUSTOMER_PRICELISTS,None,NOVALUE,NO ACTION,1,CUSTOMER_PRICELIST_ID,None,None,ORATECHDATAHUB
ACPL_PK,PRIMARY KEY,AR_CUSTOMER_PRICE_LISTS,None,NOVALUE,NO ACTION,1,PRICE_LIST_ID,None,None,ORATECHDATAHUB
CTP_PK,PRIMARY KEY,AR_CUSTOMER_PROFILES,None,NOVALUE,NO ACTION,1,CUST_PROFILE_ID,None,None,ORATECHDATAHUB
CUSTSPLITHEADERS_PK,PRIMARY KEY,AR_CUSTSPLIT_HEADERS,None,NOVALUE,NO ACTION,1,CUSTSPLIT_ID,None,None,ORATECHDATAHUB
CUSTSPLITLINES_PK,PRIMARY KEY,AR_CUSTSPLIT_LINES,None,NOVALUE,NO ACTION,1,CUSTSPLIT_LINE_ID,None,None,ORATECHDATAHUB
CUSTSUMSNAP_PK,PRIMARY KEY,AR_CUSTSUM_SNAP,None,NOVALUE,NO ACTION,1,SNAPSHOT_ID,None,None,ORATECHDATAHUB
CUSBARCODE_PK,PRIMARY KEY,AR_CUST_BARCODE_UPLOADS,None,NOVALUE,NO ACTION,1,UPLOAD_BARCODE_ID,None,None,ORATECHDATAHUB
ARCUSTEXCATL_PK,PRIMARY KEY,AR_CUST_ITEM_EXLCATEGORIES,None,NOVALUE,NO ACTION,1,EXL_CATEGORY_ID,None,None,ORATECHDATAHUB
ARCUSTMAPCATL_PK,PRIMARY KEY,AR_CUST_ITEM_MAPCATEGORIES,None,NOVALUE,NO ACTION,1,MAP_CATEGORY_ID,None,None,ORATECHDATAHUB
ARCUSTOFFER_PK,PRIMARY KEY,AR_CUST_ITEM_OFFERS,None,NOVALUE,NO ACTION,1,OFFER_ID,None,None,ORATECHDATAHUB
PALLETHEAD_NAME_UK1,UNIQUE,PALLET_HEADERS,None,NOVALUE,NO ACTION,2,PALLET_NAME,None,None,ORATECHDATAHUB
PALLETHEAD_NUMBER_UK2,UNIQUE,PALLET_HEADERS,None,NOVALUE,NO ACTION,2,PALLET_NUMBER,None,None,ORATECHDATAHUB
PALLETLINE2_UK1,UNIQUE,PALLET_LINES,None,NOVALUE,NO ACTION,2,PALLET_HEADER_ID~BOX_ID~SUB_LOCATION_ID~ITEM_ID~,None,None,ORATECHDATAHUB
PALLETLINE_SLNO_UK2,UNIQUE,PALLET_LINES,None,NOVALUE,NO ACTION,2,BOX_ID~SL_NO~,None,None,ORATECHDATAHUB
POBUY_UK1,UNIQUE,PO_BUYERS,None,NOVALUE,NO ACTION,2,BUYER_ID~SUPERVISOR_ID~,None,None,ORATECHDATAHUB
POORDERPADHEAD_NAME_UK1,UNIQUE,PO_ORDERPAD_HEADERS,None,NOVALUE,NO ACTION,2,ORDERPAD_NAME,None,None,ORATECHDATAHUB
PRICETEMPHEADERS_UK1,UNIQUE,PRICE_TEMPLATE_HEADERS,None,NOVALUE,NO ACTION,2,PRICETEMP_CODE,None,None,ORATECHDATAHUB
PRICETEMPHEADERS_UK2,UNIQUE,PRICE_TEMPLATE_HEADERS,None,NOVALUE,NO ACTION,2,PRICETEMP_NAME,None,None,ORATECHDATAHUB
PRICETEMPLINES_UK1,UNIQUE,PRICE_TEMPLATE_LINES,None,NOVALUE,NO ACTION,2,PRICETEMP_ID~SL_NO~,None,None,ORATECHDATAHUB
PRICETEMPLINES_UK2,UNIQUE,PRICE_TEMPLATE_LINES,None,NOVALUE,NO ACTION,2,PRICETEMP_ID~SALES_UNIT~,None,None,ORATECHDATAHUB
PRUPDL_UK1,UNIQUE,PRICE_UPDATEITEMCP_LINES,None,NOVALUE,NO ACTION,2,UPDATEITEMCP_LINE_ID~ITEM_ID~,None,None,ORATECHDATAHUB
ARPLH_UK1,UNIQUE,PR_PRICELIST_HEADERS,None,NOVALUE,NO ACTION,2,PRICELIST_NAME,None,None,ORATECHDATAHUB
SYSCTRLH_UK1,UNIQUE,SYS_CONTROL_HEADERS,None,NOVALUE,NO ACTION,2,CONTROL_TYPE~IDENTIFIER~,None,None,ORATECHDATAHUB
SYSCTRLL_UK1,UNIQUE,SYS_CONTROL_LINES,None,NOVALUE,NO ACTION,2,CONTROL_HEADER_ID~CONTROL_LINE_TYPE~IDENTIFIER,None,None,ORATECHDATAHUB
SYSNOTIFH_UK,UNIQUE,SYS_NOTIFICATION_EVENTS,None,NOVALUE,NO ACTION,2,IDENTIFIER,None,None,ORATECHDATAHUB
SYSPROG_UK1,UNIQUE,SYS_PROGRAMS,None,NOVALUE,NO ACTION,2,IDENTIFIER,None,None,ORATECHDATAHUB
SYSSHORTNAME_UK2,UNIQUE,SYS_SCHEDULE_JOBS,None,NOVALUE,NO ACTION,2,JOB_SHORT_NAME,None,None,ORATECHDATAHUB
SYSJOBNAME_UK1,UNIQUE,SYS_SCHEDULE_JOBS,None,NOVALUE,NO ACTION,2,JOB_NAME,None,None,ORATECHDATAHUB
SYSUIITEMATTR_UK1,UNIQUE,SYS_UIITEMATTRS,None,NOVALUE,NO ACTION,2,ITEM_ID~ATTRIBUTE_ID~,None,None,ORATECHDATAHUB
SYSUIITEM_NAME_UK1,UNIQUE,SYS_UIITEMS,None,NOVALUE,NO ACTION,2,REGION_ID~NAME~,None,None,ORATECHDATAHUB
SYSUIREG_NAME_UK1,UNIQUE,SYS_UIREGIONS,None,NOVALUE,NO ACTION,2,NAME,None,None,ORATECHDATAHUB
TPSOURCENAME_UK1,UNIQUE,TP_STOCK_SOURCES,None,NOVALUE,NO ACTION,2,TP_SOURCE_NAME,None,None,ORATECHDATAHUB
WWW_NODESUBSOURCE_UK1,UNIQUE,WWW_NODES,None,NOVALUE,NO ACTION,2,WWW_SUB_SOURCE_ID~SOURCE_NODE_ID~,None,None,ORATECHDATAHUB
WWW_SOURCENAME_UK1,UNIQUE,WWW_SOURCES,None,NOVALUE,NO ACTION,2,WWW_SOURCE_NAME,None,None,ORATECHDATAHUB
WWW_SUBSOURCENAME_UK1,UNIQUE,WWW_SUB_SOURCES,None,NOVALUE,NO ACTION,2,WWW_SOURCE_ID~SUB_SOURCE_NAME~,None,None,ORATECHDATAHUB
ADH_DBNOTE_UK1_UK,UNIQUE,AP_DBNOTE_HEADERS,None,NOVALUE,NO ACTION,2,DBNOTE_NUMBER,None,None,ORATECHDATAHUB
APINV_UK1,UNIQUE,AP_INVOICE_HEADERS,None,NOVALUE,NO ACTION,2,INVOICE_NUMBER,None,None,ORATECHDATAHUB
APINVHDUPINVNUM_UK5,UNIQUE,AP_INVOICE_HEADERS,None,NOVALUE,NO ACTION,2,SUP_SUPPLIER_ID~VOUCHER_NUM~,None,None,ORATECHDATAHUB
APINVL_UK1,UNIQUE,AP_INVOICE_LINES,None,NOVALUE,NO ACTION,2,INVOICE_ID~SL_NO~,None,None,ORATECHDATAHUB
APINVL_UK2,UNIQUE,AP_PAYMENT_LINES,None,NOVALUE,NO ACTION,2,PAYMENT_HEADER_ID~SL_NO~,None,None,ORATECHDATAHUB
SUPPLIERNAME_UK3,UNIQUE,AP_SUPPLIERS,None,NOVALUE,NO ACTION,2,SUPPLIER_NAME,None,None,ORATECHDATAHUB
SUPPLIERNUMBER_UK4,UNIQUE,AP_SUPPLIERS,None,NOVALUE,NO ACTION,2,SUPPLIER_NUMBER,None,None,ORATECHDATAHUB
ASPL_AR_SUPPL_UK_UK,UNIQUE,AP_SUPPLIER_PRICE_LISTS,None,NOVALUE,NO ACTION,2,ITEM_ID~SUPPLIER_ID~,None,None,ORATECHDATAHUB
ASP_AP_SUP_PROF_UK1_UK,UNIQUE,AP_SUPPLIER_PROFILES,None,NOVALUE,NO ACTION,2,SUP_PROFILE_NAME,None,None,ORATECHDATAHUB
CUSTOMERNUMBER_UK4,UNIQUE,AR_CUSTOMERS,None,NOVALUE,NO ACTION,2,CUSTOMER_NUMBER,None,None,ORATECHDATAHUB
CUSTLOGINNAME_UK9,UNIQUE,AR_CUSTOMERS,None,NOVALUE,NO ACTION,2,LOGIN_NAME,None,None,ORATECHDATAHUB
ARPL_UK1,UNIQUE,AR_CUSTOMER_PRICELISTS,None,NOVALUE,NO ACTION,2,CUSTOMER_ID~PRICELIST_HEADER_ID~,None,None,ORATECHDATAHUB
ARPL_UK2,UNIQUE,AR_CUSTOMER_PRICELISTS,None,NOVALUE,NO ACTION,2,CUSTOMER_ID~SL_NO~,None,None,ORATECHDATAHUB
ACPL_AR_PRICELIST_UK_UK,UNIQUE,AR_CUSTOMER_PRICE_LISTS,None,NOVALUE,NO ACTION,2,CUSTOMER_ID~ITEM_ID~,None,None,ORATECHDATAHUB
CTP_AR_CUSTPROF_UK1_UK,UNIQUE,AR_CUSTOMER_PROFILES,None,NOVALUE,NO ACTION,2,CUST_PROFILE_NAME,None,None,ORATECHDATAHUB
CUSTSPLITHEADERS_UK1,UNIQUE,AR_CUSTSPLIT_HEADERS,None,NOVALUE,NO ACTION,2,CUSTSPLIT_NAME,None,None,ORATECHDATAHUB
CUSTSPLITLINES_UK1,UNIQUE,AR_CUSTSPLIT_LINES,None,NOVALUE,NO ACTION,2,CUSTSPLIT_ID~CUSTOMER_ID~,None,None,ORATECHDATAHUB
CUSBARCODE_UK1,UNIQUE,AR_CUST_BARCODE_UPLOADS,None,NOVALUE,NO ACTION,2,UPLOAD_ID~BARCODE~,None,None,ORATECHDATAHUB
CMP_UK1,UNIQUE,AR_CUST_PAYMENT_METHODS,None,NOVALUE,NO ACTION,2,CUST_CUSTOMER_ID~CPM_PMNT_METHOD_ID~,None,None,ORATECHDATAHUB
AR_DELH_UK1,UNIQUE,AR_DELIVERY_HEADERS,None,NOVALUE,NO ACTION,2,DELIVERY_NOTE_NUMBER,None,None,ORATECHDATAHUB
AR_DELL_UK,UNIQUE,AR_DELIVERY_LINES,None,NOVALUE,NO ACTION,2,DELIVERY_HEADER_ID~SL_NO~,None,None,ORATECHDATAHUB
AR_FREIGHT_COUNTRIES_UK1,UNIQUE,AR_FREIGHT_COUNTRIES,None,NOVALUE,NO ACTION,2,FREIGHT_LINE_ID~COUNTRY_CODE~,None,None,ORATECHDATAHUB
ARFREIGHT_UK1,UNIQUE,AR_FREIGHT_HEADERS,None,NOVALUE,NO ACTION,2,NAME,None,None,ORATECHDATAHUB
ARFREIGHTL_UK1,UNIQUE,AR_FREIGHT_LINES,None,NOVALUE,NO ACTION,2,FREIGHT_NAME,None,None,ORATECHDATAHUB
ARFREIGHTL_UK2,UNIQUE,AR_FREIGHT_LINES,None,NOVALUE,NO ACTION,2,FREIGHT_CODE,None,None,ORATECHDATAHUB
ARINVH_UK1,UNIQUE,AR_INVOICE_HEADERS,None,NOVALUE,NO ACTION,2,INVOICE_NUMBER,None,None,ORATECHDATAHUB
ORDERPADHEAD_NAME_UK1,UNIQUE,AR_ORDERPAD_HEADERS,None,NOVALUE,NO ACTION,2,ORDERPAD_NAME,None,None,ORATECHDATAHUB
ARPMNTH_UK1,UNIQUE,AR_PAYMENT_HEADERS,None,NOVALUE,NO ACTION,2,PAYMENT_NUMBER,None,None,ORATECHDATAHUB
