INDEX_NAME,INDEX_TYPE,TABLE_NAME,TABLE_TYPE,TABLESPACE_NAME,IND_COLS,DATASOURCE
CNAV_PK,NORMAL,CMN_NAVIGATIONS,TABLE,ORATECH_DATA,NAVIGATION_ID,ORATECHCANNON
CMNOBJBATCH_PK,NORMAL,CMN_OBJECT_BATCHES,TABLE,ORATECH_DATA,BATCH_ID,ORATECHCANNON
CMNOBJBATCH_UK1,NORMAL,CMN_OBJECT_BATCHES,TABLE,ORATECH_DATA,SOURCE_OBJECT_NAME~NAME~,ORATECHCANNON
CMNOBJBATCHLINE_PK,NORMAL,CMN_OBJECT_BATCH_LINES,TABLE,ORATECH_DATA,BATCH_LINE_ID,ORATECHCANNON
CMNOBJBATCHLINE_UK2,NORMAL,CMN_OBJECT_BATCH_LINES,TABLE,ORATECH_DATA,SOURCE_OBJECT_NAME~SOURCE_OBJECT_ID1~SOURCE_OBJECT_ID2,ORATECHCANNON
CMNOBJSTATUSES_PK,NORMAL,CMN_OBJECT_STATUSES,TABLE,ORATECH_DATA,STATUS_ID,ORATECHCANNON
CMNOBJSTATUSES_UK2,NORMAL,CMN_OBJECT_STATUSES,TABLE,ORATECH_DATA,SOURCE_OBJECT_NAME~SOURCE_OBJECT_ID1~SOURCE_OBJECT_ID2,ORATECHCANNON
CMNOBJ_OBJID_NDX,NORMAL,CMN_OBJECT_STATUSES,TABLE,ORATECH_INDX,SOURCE_OBJECT_NAME~SOURCE_OBJECT_ID1~,ORATECHCANNON
CMP_CMN_REPPARAM_UK_UK,NORMAL,CMN_PARAMETERS,TABLE,ORATECH_DATA,NAME,ORATECHCANNON
CMP_PK,NORMAL,CMN_PARAMETERS,TABLE,ORATECH_DATA,PARAMETER_ID,ORATECHCANNON
CMNPAYMENTS_NDX1,NORMAL,CMN_PAYMENTS,TABLE,ORATECH_INDX,SOURCE_OBJECT~SOURCE_OBJECT_ID~,ORATECHCANNON
CMNPAYMENTS_PK,NORMAL,CMN_PAYMENTS,TABLE,ORATECH_DATA,CMN_PAYMENT_ID,ORATECHCANNON
CPB_CPB_UK1_UK,NORMAL,CMN_PAYMENTTERM_BREAKUPS,TABLE,ORATECH_DATA,CPB_NAME,ORATECHCANNON
CPB_PK,NORMAL,CMN_PAYMENTTERM_BREAKUPS,TABLE,ORATECH_DATA,CPB_ID,ORATECHCANNON
CMNPMNTMETHOD_UK3,NORMAL,CMN_PAYMENT_METHODS,TABLE,ORATECH_DATA,PMNT_CODE,ORATECHCANNON
CPM_PK,NORMAL,CMN_PAYMENT_METHODS,TABLE,ORATECH_DATA,PMNT_METHOD_ID,ORATECHCANNON
CPT_PK,NORMAL,CMN_PAYMENT_TERMS,TABLE,ORATECH_DATA,CPT_ID,ORATECHCANNON
CMNPAYMENTTRANS_NDX1,NORMAL,CMN_PAYMENT_TRANS,TABLE,ORATECH_INDX,SOURCE_OBJECT~SOURCE_OBJECT_ID~,ORATECHCANNON
CMNPAYMENTTRANS_PK,NORMAL,CMN_PAYMENT_TRANS,TABLE,ORATECH_DATA,PAYMENT_TRANS_ID,ORATECHCANNON
CMNPERIODBD_PK,NORMAL,CMN_PERIOD_BREAKDOWNS,TABLE,ORATECH_DATA,PERIOD_BREAKDOWN_ID,ORATECHCANNON
CMNPERIODBD_UK1,NORMAL,CMN_PERIOD_BREAKDOWNS,TABLE,ORATECH_DATA,PERIOD_HEADER_ID~PERIOD_LINE_ID~SUB_LEDGER_CODE~PERIOD_BREAKDOWN_CATEGORY~,ORATECHCANNON
CMNPRDH_PK,NORMAL,CMN_PERIOD_HEADERS,TABLE,ORATECH_DATA,PERIOD_HEADER_ID,ORATECHCANNON
CMNPRDH_UK1,NORMAL,CMN_PERIOD_HEADERS,TABLE,ORATECH_DATA,PERIOD_HEADER_NAME,ORATECHCANNON
CMNPERIODL_PK,NORMAL,CMN_PERIOD_LINES,TABLE,ORATECH_DATA,PERIOD_LINE_ID,ORATECHCANNON
CMNPERIODL_UK1,NORMAL,CMN_PERIOD_LINES,TABLE,ORATECH_DATA,PERIOD_NAME,ORATECHCANNON
CMNPERIODL_UK2,NORMAL,CMN_PERIOD_LINES,TABLE,ORATECH_DATA,PERIOD_YEAR~PERIOD_MONTH~SL_NO,ORATECHCANNON
CP1_PK,NORMAL,CMN_PRICEROUNDINGS,TABLE,ORATECH_DATA,PRICE_ROUNDING_ID,ORATECHCANNON
CP_CP_UK1_UK,NORMAL,CMN_PRINTERS,TABLE,ORATECH_DATA,PRINTER_NAME,ORATECHCANNON
CP_PK,NORMAL,CMN_PRINTERS,TABLE,ORATECH_DATA,PRINTER_ID,ORATECHCANNON
CMNPRINTMATRIX_PK,NORMAL,CMN_PRINTER_MATRIX,TABLE,ORATECH_DATA,PRINT_MATRIX_ID,ORATECHCANNON
CMNPRIVL_ID_PK,NORMAL,CMN_PRIVILEGES,TABLE,ORATECH_DATA,PRIVILEGE_ID,ORATECHCANNON
CMNPRIVL_NAME_UK1,NORMAL,CMN_PRIVILEGES,TABLE,ORATECH_DATA,NAME,ORATECHCANNON
CMN_PROFPK,NORMAL,CMN_PROFILES,TABLE,ORATECH_DATA,PROFILE_ID,ORATECHCANNON
CMN_PROF_UK1,NORMAL,CMN_PROFILES,TABLE,ORATECH_DATA,NAME,ORATECHCANNON
CMNPROFVAL_PK,NORMAL,CMN_PROFILE_VALUES,TABLE,ORATECH_DATA,PROFILE_VALUE_ID,ORATECHCANNON
CMNPROP_PK,NORMAL,CMN_PROPERTIES,TABLE,ORATECH_DATA,PROPERTY_ID,ORATECHCANNON
CMNPROP_UK1,NORMAL,CMN_PROPERTIES,TABLE,ORATECH_DATA,OBJECT_ID~PROPERTY_NAME~,ORATECHCANNON
CPO_PK,NORMAL,CMN_PROPERTY_OBJECTS,TABLE,ORATECH_DATA,OBJECT_ID,ORATECHCANNON
CPO_UK1,NORMAL,CMN_PROPERTY_OBJECTS,TABLE,ORATECH_DATA,OBJECT_NAME~OBJECT_VALUE~,ORATECHCANNON
CMNPROPVAL_PK,NORMAL,CMN_PROPERTY_VALUES,TABLE,ORATECH_DATA,PROPERTY_VALUE_ID,ORATECHCANNON
CMNPROPVAL_UK1,NORMAL,CMN_PROPERTY_VALUES,TABLE,ORATECH_DATA,OBJECT_ID~PROPERTY_ID~OBJECT_REF1~OBJECT_REF2~OBJECT_REF3,ORATECHCANNON
CREA_CMN_REASON_UK_UK,NORMAL,CMN_REASONS,TABLE,ORATECH_DATA,REASON_NAME,ORATECHCANNON
CREA_PK,NORMAL,CMN_REASONS,TABLE,ORATECH_DATA,REASON_CODE_ID,ORATECHCANNON
CMNREPGRPH_PK,NORMAL,CMN_REPORTGROUP_HEADERS,TABLE,ORATECH_DATA,REPORT_GROUP_ID,ORATECHCANNON
CMNREPGRPH_UK1,NORMAL,CMN_REPORTGROUP_HEADERS,TABLE,ORATECH_DATA,NAME,ORATECHCANNON
CMNREPGRPL_PK,NORMAL,CMN_REPORTGROUP_LINES,TABLE,ORATECH_DATA,REPORT_GROUP_LINE_ID,ORATECHCANNON
CMNREPGRPL_UK1,NORMAL,CMN_REPORTGROUP_LINES,TABLE,ORATECH_DATA,REPORT_ID~SL_NO~,ORATECHCANNON
CMNREPOUSN_PK,NORMAL,CMN_REPORTOUTPUTS_SNAP,TABLE,ORATECH_DATA,SNAPSHOT_ID,ORATECHCANNON
CMRR_CMN_REP_UK1_UK,NORMAL,CMN_REPORTS,TABLE,ORATECH_DATA,DISPLAY_NAME,ORATECHCANNON
CMRR_PK,NORMAL,CMN_REPORTS,TABLE,ORATECH_DATA,REPORT_ID,ORATECHCANNON
CMNREPCOL_PK,NORMAL,CMN_REPORT_COLUMNS,TABLE,ORATECH_DATA,REPORT_COLUMN_ID,ORATECHCANNON
CMNREPCOL_UK1,NORMAL,CMN_REPORT_COLUMNS,TABLE,ORATECH_DATA,REPORT_IDENTIFIER,ORATECHCANNON
CRC_PK,NORMAL,CMN_REPORT_CONFIG,TABLE,ORATECH_DATA,CRC_ID,ORATECHCANNON
CRP_PK,NORMAL,CMN_REPORT_PARAMETERS,TABLE,ORATECH_DATA,CRP_ID,ORATECHCANNON
CMNRSET_PK,NORMAL,CMN_REPORT_SET,TABLE,ORATECH_DATA,SET_ID,ORATECHCANNON
CMNRSET_UK1,NORMAL,CMN_REPORT_SET,TABLE,ORATECH_DATA,PARENT_REPORT_ID~REPORT_ID~,ORATECHCANNON
CR_CMNRESP_UK_UK,NORMAL,CMN_RESPONSIBILITIES,TABLE,ORATECH_DATA,RESP_NAME,ORATECHCANNON
CR_PK,NORMAL,CMN_RESPONSIBILITIES,TABLE,ORATECH_DATA,RESP_ID,ORATECHCANNON
SEA_PK,NORMAL,CMN_SEASONS,TABLE,ORATECH_DATA,SEASON_CODE_ID,ORATECHCANNON
SEA_SEA_UK_UK,NORMAL,CMN_SEASONS,TABLE,ORATECH_DATA,SEASON_CODE,ORATECHCANNON
CS_PK,NORMAL,CMN_SEQUENCES,TABLE,ORATECH_DATA,CS_ID,ORATECHCANNON
CS_SEQNAMEBUID_UK1,NORMAL,CMN_SEQUENCES,TABLE,ORATECH_DATA,BU_ID~SEQ_NAME~,ORATECHCANNON
CMN_SHIFTS_NDX1,NORMAL,CMN_SHIFTS,TABLE,ORATECH_INDX,SHIFT_TIME_FROM~SHIFT_TIME_TO~,ORATECHCANNON
CMN_SHIFTS_NDX2,NORMAL,CMN_SHIFTS,TABLE,ORATECH_INDX,SHIFT_NAME,ORATECHCANNON
CMN_SHIFTS_PK,NORMAL,CMN_SHIFTS,TABLE,ORATECH_DATA,SHIFT_ID,ORATECHCANNON
CMNSTPATTRIBUTES_PK,NORMAL,CMN_STP_ATTRIBUTES,TABLE,ORATECH_DATA,ATTRIBUTE_ID,ORATECHCANNON
CMNSTPATTRIBUTES_UK1,NORMAL,CMN_STP_ATTRIBUTES,TABLE,ORATECH_DATA,STP_ID~ATTRIBUTE_CODE~ATTRIBUTE_VALUE,ORATECHCANNON
CMNSTPLEVELS_PK,NORMAL,CMN_STP_LEVELS,TABLE,ORATECH_DATA,LEVEL_ID,ORATECHCANNON
CMNSTPLEVELS_UK1,NORMAL,CMN_STP_LEVELS,TABLE,ORATECH_DATA,STP_ID~LEVEL_NUMBER~LEVEL_TYPE~LEVEL_CODE~,ORATECHCANNON
CMNSTYLEPATTERNS_PK,NORMAL,CMN_STYLE_PATTERNS,TABLE,ORATECH_DATA,STP_ID,ORATECHCANNON
CMNSTYLEPATTERNS_UK1,NORMAL,CMN_STYLE_PATTERNS,TABLE,ORATECH_DATA,STP_CODE,ORATECHCANNON
CSO_PK,NORMAL,CMN_SYS_OPTIONS,TABLE,ORATECH_DATA,SYS_OPTIONS_ID,ORATECHCANNON
CTB_CTB_UK_UK,NORMAL,CMN_TAX_BREAKUPS,TABLE,ORATECH_DATA,CTB_NAME,ORATECHCANNON
CTB_PK,NORMAL,CMN_TAX_BREAKUPS,TABLE,ORATECH_DATA,CTB_ID,ORATECHCANNON
CTC_PK,NORMAL,CMN_TAX_CODES,TABLE,ORATECH_DATA,TAX_CODE_ID,ORATECHCANNON
CTC_TAX_UK,NORMAL,CMN_TAX_CODES,TABLE,ORATECH_DATA,TAX_CODE,ORATECHCANNON
CMNTERMINAL_NAME_UK1,NORMAL,CMN_TERMINALS,TABLE,ORATECH_DATA,NAME,ORATECHCANNON
CMNTERM_ID_PK,NORMAL,CMN_TERMINALS,TABLE,ORATECH_DATA,TERMINAL_ID,ORATECHCANNON
CMNTERMINALPROP_NAME_UK1,NORMAL,CMN_TERMINAL_PROPERTIES,TABLE,ORATECH_DATA,TERMINAL_ID~NAME~,ORATECHCANNON
CMNTERMPROP_ID_PK,NORMAL,CMN_TERMINAL_PROPERTIES,TABLE,ORATECH_DATA,TERMINAL_PROPERTY_ID,ORATECHCANNON
TERMS_PK,NORMAL,CMN_TERMS,TABLE,ORATECH_DATA,TC_CODE_ID,ORATECHCANNON
CUOM_PK,NORMAL,CMN_UNIT_OF_MEASUREMENTS,TABLE,ORATECH_DATA,UOM_ID,ORATECHCANNON
CU_PK,NORMAL,CMN_USERS,TABLE,ORATECH_DATA,USER_ID,ORATECHCANNON
USEREXL_PK,NORMAL,CMN_USER_EXCLUSIONS,TABLE,ORATECH_DATA,EXCLUSION_ID,ORATECHCANNON
USEREXL_UK1,NORMAL,CMN_USER_EXCLUSIONS,TABLE,ORATECH_DATA,USER_ID~REPORT_ID~,ORATECHCANNON
USEREXL_UK2,NORMAL,CMN_USER_EXCLUSIONS,TABLE,ORATECH_DATA,USER_ID~FUNCTION_ID~,ORATECHCANNON
CMNUSERREPGRP_PK,NORMAL,CMN_USER_REPORTGROUPS,TABLE,ORATECH_DATA,USER_REPORTGROUP_ID,ORATECHCANNON
CUR_PK,NORMAL,CMN_USER_RESPONSIBILITIES,TABLE,ORATECH_DATA,USER_RESP_ID,ORATECHCANNON
CUTF_PK,NORMAL,CMN_USER_TOP_FUNCTIONS,TABLE,ORATECH_DATA,CUTF_ID,ORATECHCANNON
CMN_WDAY_SHIFTS_NDX1,NORMAL,CMN_WDAY_SHIFTS,TABLE,ORATECH_INDX,WORKING_DAY_ID~SHIFT_ID~,ORATECHCANNON
CMN_WDAY_SHIFTS_PK,NORMAL,CMN_WDAY_SHIFTS,TABLE,ORATECH_DATA,WDAY_SHIFT_ID,ORATECHCANNON
CMNCOMMUNICATIONS_NDX1,NORMAL,CRM_COMMUNICATIONS,TABLE,ORATECH_INDX,COMMUNICATION_NAME,ORATECHCANNON
CMNCOMMUNICATION_PK,NORMAL,CRM_COMMUNICATIONS,TABLE,ORATECH_DATA,COMMUNICATION_ID,ORATECHCANNON
CRMPARTY_NDX1,NORMAL,CRM_PARTIES,TABLE,ORATECH_DATA,PARTY_SOURCE~PARTY_SOURCE_ID~,ORATECHCANNON
CRMPARTY_PK,NORMAL,CRM_PARTIES,TABLE,ORATECH_DATA,PARTY_ID,ORATECHCANNON
CMNTEMPLATES_NDX1,NORMAL,CRM_TEMPLATES,TABLE,ORATECH_INDX,TEMPLATE_NAME,ORATECHCANNON
CMNTEMPLATE_PK,NORMAL,CRM_TEMPLATES,TABLE,ORATECH_DATA,TEMPLATE_ID,ORATECHCANNON
DSS_PK,NORMAL,DAILY_STOCK_SNAPSHOTS,TABLE,ORATECH_DATA,DATECHAR~ITEM_ID~,ORATECHCANNON
DISPHEADER1_PK,NORMAL,DISPATCH_HEADERS,TABLE,ORATECH_DATA,DISPATCH_ID,ORATECHCANNON
DJANGO_ADM_CONTENT_TY_C4BCE8EB,NORMAL,DJANGO_ADMIN_LOG,TABLE,ORATECH_DATA,CONTENT_TYPE_ID,ORATECHCANNON
DJANGO_ADM_USER_ID_C564EBA6,NORMAL,DJANGO_ADMIN_LOG,TABLE,ORATECH_DATA,USER_ID,ORATECHCANNON
SYS_C00130093,NORMAL,DJANGO_ADMIN_LOG,TABLE,ORATECH_DATA,ID,ORATECHCANNON
DJANGO_CO_APP_LABEL_76BD3D3B_U,NORMAL,DJANGO_CONTENT_TYPE,TABLE,ORATECH_DATA,APP_LABEL~MODEL~,ORATECHCANNON
SYS_C00130086,NORMAL,DJANGO_CONTENT_TYPE,TABLE,ORATECH_DATA,ID,ORATECHCANNON
SYS_C00130084,NORMAL,DJANGO_MIGRATIONS,TABLE,ORATECH_DATA,ID,ORATECHCANNON
DJANGO_SES_EXPIRE_DAT_A5C62663,NORMAL,DJANGO_SESSION,TABLE,ORATECH_DATA,EXPIRE_DATE,ORATECHCANNON
SYS_C00130113,NORMAL,DJANGO_SESSION,TABLE,ORATECH_DATA,SESSION_KEY,ORATECHCANNON
EMPDEP_PK,NORMAL,EMP_DEPARTMENTS,TABLE,ORATECH_DATA,DEPARTMENT_ID,ORATECHCANNON
EMPDEP_UK1,NORMAL,EMP_DEPARTMENTS,TABLE,ORATECH_DATA,DEPARTMENT_NAME,ORATECHCANNON
EMPEMP_PK,NORMAL,EMP_EMPLOYEES,TABLE,ORATECH_DATA,EMPLOYEE_ID,ORATECHCANNON
EMPJOB_PK,NORMAL,EMP_JOBS,TABLE,ORATECH_DATA,JOB_ID,ORATECHCANNON
EMPJOB_UK1,NORMAL,EMP_JOBS,TABLE,ORATECH_DATA,JOB_NAME,ORATECHCANNON
EMPJT_PK,NORMAL,EMP_JOB_TYPES,TABLE,ORATECH_DATA,JOB_TYPE_ID,ORATECHCANNON
EMPJT_UK1,NORMAL,EMP_JOB_TYPES,TABLE,ORATECH_DATA,JOB_TYPE,ORATECHCANNON
EMPJTD_PK,NORMAL,EMP_JOB_TYPE_DAYS,TABLE,ORATECH_DATA,JOB_TYPE_DAY_ID,ORATECHCANNON
EMPPOS_PK,NORMAL,EMP_POSITIONS,TABLE,ORATECH_DATA,POSITION_ID,ORATECHCANNON
EMPPOS_UK1,NORMAL,EMP_POSITIONS,TABLE,ORATECH_DATA,POSITION_NAME,ORATECHCANNON
EMPWD_PK,NORMAL,EMP_WORKING_DAYS,TABLE,ORATECH_DATA,WORKING_DAY_ID,ORATECHCANNON
EMPWD_UK1,NORMAL,EMP_WORKING_DAYS,TABLE,ORATECH_DATA,WORKING_DAY,ORATECHCANNON
EXPORTHEAD_NAME_UK1,NORMAL,EXPORT_HEADERS,TABLE,ORATECH_DATA,EXPORT_NAME,ORATECHCANNON
EXPORTHEAD_PK,NORMAL,EXPORT_HEADERS,TABLE,ORATECH_DATA,EXPORT_HEADER_ID,ORATECHCANNON
EXT_SALITEMNUMBER_NDX,NORMAL,EXT_SALESORDERS,TABLE,ORATECH_INDX,ITEM_NUMBER,ORATECHCANNON
EXTTRANSHEAD_PK,NORMAL,EXT_TRANS_HEADERS,TABLE,ORATECH_DATA,HEADER_ID,ORATECHCANNON
GAC_GAE_UK_UK,NORMAL,GL_ACCOUNT_CODES,TABLE,ORATECH_DATA,GL_ACCOUNT_CODE,ORATECHCANNON
GAC_PK,NORMAL,GL_ACCOUNT_CODES,TABLE,ORATECH_DATA,GL_ACCOUNT_ID,ORATECHCANNON
GLAC_UK3,NORMAL,GL_ACCOUNT_CODES,TABLE,ORATECH_DATA,ORIG_SYSTEM_REF1~ORIG_SYSTEM_REF2~,ORATECHCANNON
GLAC_UK4,NORMAL,GL_ACCOUNT_CODES,TABLE,ORATECH_DATA,SHORT_NAME,ORATECHCANNON
GLCASHINGUPHEADERS_PK,NORMAL,GL_CASHINGUP_HEADERS,TABLE,ORATECH_DATA,CASHINGUP_ID,ORATECHCANNON
GLCASHINGUPLINES_PK,NORMAL,GL_CASHINGUP_LINES,TABLE,ORATECH_DATA,CASHINGUP_LINE_ID,ORATECHCANNON
GLCASHINGUPLINES_UK,NORMAL,GL_CASHINGUP_LINES,TABLE,ORATECH_DATA,CASHINGUP_ID~TRANSACTION_SOURCE~TRANSACTION_SOURCE_ID~TRANSACTION_PAYMENT_ID~,ORATECHCANNON
GC_PK,NORMAL,GL_CATEGORIES,TABLE,ORATECH_DATA,GL_CATEGORY_ID,ORATECHCANNON
GL_JEHEAD_NAME_UK1,NORMAL,GL_JE_HEADERS,TABLE,ORATECH_DATA,JE_NAME,ORATECHCANNON
GL_JEHEAD_PK,NORMAL,GL_JE_HEADERS,TABLE,ORATECH_DATA,JE_HEADER_ID,ORATECHCANNON
GL_JELINESLNO_UK,NORMAL,GL_JE_LINES,TABLE,ORATECH_DATA,JE_HEADER_ID~SL_NO~,ORATECHCANNON
GL_JELINE_PK,NORMAL,GL_JE_LINES,TABLE,ORATECH_DATA,JE_LINES_ID,ORATECHCANNON
GLPMNTHEADERS_PK,NORMAL,GL_PAYMENT_HEADERS,TABLE,ORATECH_DATA,PAYMENT_ID,ORATECHCANNON
GLPMNTLINES_PK,NORMAL,GL_PAYMENT_LINES,TABLE,ORATECH_DATA,PAYMENT_LINE_ID,ORATECHCANNON
GSC_PK,NORMAL,GL_SUB_CATEGORIES,TABLE,ORATECH_DATA,GL_SUB_CATEGORY_ID,ORATECHCANNON
GLTEMP_PK,NORMAL,GL_TEMPLATES,TABLE,ORATECH_DATA,TEMPLATE_ID,ORATECHCANNON
GLTEMP_UK1,NORMAL,GL_TEMPLATES,TABLE,ORATECH_DATA,TEMPLATE_NAME,ORATECHCANNON
GLTEMPLINE_PK,NORMAL,GL_TEMPLATE_LINES,TABLE,ORATECH_DATA,TEMPLATE_LINE_ID,ORATECHCANNON
GLTEMPTRANS_UK1,NORMAL,GL_TEMPLATE_TRANS,TABLE,ORATECH_DATA,TEMPLATE_ID~TEMPLATE_LINE_ID~REPORT_DATE_FROM~REPORT_DATE_TO~,ORATECHCANNON
GLTEMPTH_PK,NORMAL,GL_TEMPLATE_TRANS_HEADERS,TABLE,ORATECH_DATA,TEMPLATE_TRANS_HEADER_ID,ORATECHCANNON
GLTRANSSUM_NDX1,NORMAL,GL_TRANS_SUM,TABLE,ORATECH_INDX,TRANS_TYPE~REPORT_DATE~,ORATECHCANNON
GLTRANSSUM_NDX2,NORMAL,GL_TRANS_SUM,TABLE,ORATECH_INDX,GL_ACCOUNT_ID,ORATECHCANNON
GLTRANSSUM_NDX2_1,NORMAL,GL_TRANS_SUM,TABLE,ORATECH_INDX,GL_ACCOUNT_CODE,ORATECHCANNON
GLTRANSSUM_NDX3,NORMAL,GL_TRANS_SUM,TABLE,ORATECH_INDX,TRANS_TYPE~TRANS_ID~,ORATECHCANNON
GRNORDPADHEAD_PK,NORMAL,GRN_ORDERPAD_HEADERS,TABLE,ORATECH_DATA,GRN_ID,ORATECHCANNON
GRNORDERPADLINE_PK,NORMAL,GRN_ORDERPAD_LINES,TABLE,ORATECH_DATA,ORDERPAD_LINE_ID,ORATECHCANNON
HRASSIGN_SOURCEREF_NDX,NORMAL,HR_USER_ASSIGNMENTS,TABLE,ORATECH_INDX,SOURCE_OBJECT_REF~SOURCE_REF_ID1~USER_ID,ORATECHCANNON
HRUSERASS1_PK,NORMAL,HR_USER_ASSIGNMENTS,TABLE,ORATECH_DATA,ASSIGNMENT_ID,ORATECHCANNON
IMPEXPHEAD_NAME_UK1,NORMAL,IMPEXP_HEADERS,TABLE,ORATECH_DATA,IMPEXP_NAME,ORATECHCANNON
IMPEXPHEAD_PK,NORMAL,IMPEXP_HEADERS,TABLE,ORATECH_DATA,IMPEXP_HEADER_ID,ORATECHCANNON
IMPEXPLINESLNO_UK,NORMAL,IMPEXP_LINES,TABLE,ORATECH_DATA,IMPEXP_HEADER_ID~SL_NO~,ORATECHCANNON
IMPEXPLINE_PK,NORMAL,IMPEXP_LINES,TABLE,ORATECH_DATA,IMPEXP_LINE_ID,ORATECHCANNON
INTFITEMS_INDX1,NORMAL,INTF_ITEMS,TABLE,ORATECH_INDX,ITEM_ID~INTF_STATUS~,ORATECHCANNON
INVBARREP_PK,NORMAL,INV_BARCODE_REPOSITORY,TABLE,ORATECH_DATA,REPOSITORY_ID,ORATECHCANNON
INVBARREP_UK2,NORMAL,INV_BARCODE_REPOSITORY,TABLE,ORATECH_DATA,BARCODE,ORATECHCANNON
BOM_LEVEL0ITEMID,NORMAL,INV_BOM,TABLE,ORATECH_INDX,LEVEL0_ITEM_ID,ORATECHCANNON
BOM_PARENTITEMID,NORMAL,INV_BOM,TABLE,ORATECH_INDX,PARENT_ITEM_ID,ORATECHCANNON
INVBOM_PK,NORMAL,INV_BOM,TABLE,ORATECH_DATA,BOM_ID,ORATECHCANNON
INVBOM_UK1,NORMAL,INV_BOM,TABLE,ORATECH_DATA,PARENT_ITEM_ID~BOM_LEVEL~ITEM_ID,ORATECHCANNON
INVBOMTRANS_OHID_NDX1,NORMAL,INV_BOM_TRANS,TABLE,ORATECH_INDX,TRANSACTION_SOURCE~ORDER_HEADER_ID~ORDER_LINE_ID~ITEM_ID~,ORATECHCANNON
INVBOM_TRANS_PK,NORMAL,INV_BOM_TRANS,TABLE,ORATECH_DATA,BOM_TRANS_ID,ORATECHCANNON
INVBOM_TRANS_UK1,NORMAL,INV_BOM_TRANS,TABLE,ORATECH_DATA,TRANSACTION_SOURCE~TRANSACTION_HEADER_ID~TRANSACTION_LINE_ID~ITEM_ID~,ORATECHCANNON
INVCONTAINRELOG_PK,NORMAL,INV_CONTAINER_LOG,TABLE,ORATECH_DATA,CONTAINER_LOG_ID,ORATECHCANNON
INVCONTAINRELOG_UK,NORMAL,INV_CONTAINER_LOG,TABLE,ORATECH_DATA,CONTAINER_NUMBER,ORATECHCANNON
INVCOUNINT_NDX1,NORMAL,INV_ITEMCOUNT_INTERFACE,TABLE,ORATECH_INDX,LOCATION_ID~SUB_LOCATION_ID~ITEM_ID,ORATECHCANNON
INVCOUNINT_NDX2,NORMAL,INV_ITEMCOUNT_INTERFACE,TABLE,ORATECH_INDX,LOCATION_NAME~SUB_LOCATION~ITEM_NUMBER,ORATECHCANNON
INVCOUNINT_NDX3,NORMAL,INV_ITEMCOUNT_INTERFACE,TABLE,ORATECH_INDX,BATCH_NAME,ORATECHCANNON
INVCOUNINT_NDX4,NORMAL,INV_ITEMCOUNT_INTERFACE,TABLE,ORATECH_INDX,UPLOAD_STATUS,ORATECHCANNON
ITEMSALESSUM_NDX,NORMAL,INV_ITEMSALPURSUM_SNAP,TABLE,ORATECH_INDX,ITEM_ID,ORATECHCANNON
ITEMTRANSNAP_PK,NORMAL,INV_ITEMSALPURSUM_SNAP,TABLE,ORATECH_DATA,SNAPSHOT_ID,ORATECHCANNON
IIAH_PK,NORMAL,INV_ITEM_ADJUSTMENT_HEADERS,TABLE,ORATECH_DATA,ADJUST_HEADER_ID,ORATECHCANNON
IIAL_PK,NORMAL,INV_ITEM_ADJUSTMENT_LINES,TABLE,ORATECH_DATA,ADJUST_LINE_ID,ORATECHCANNON
ITEMADHJUSTL_NDX2,NORMAL,INV_ITEM_ADJUSTMENT_LINES,TABLE,ORATECH_INDX,IIAH_ADJUST_HEADER_ID,ORATECHCANNON
IIB_PK,NORMAL,INV_ITEM_BARCODES,TABLE,ORATECH_DATA,BARCODE,ORATECHCANNON
INVITBATCH_PK,NORMAL,INV_ITEM_BATCHES,TABLE,ORATECH_DATA,BATCH_ID,ORATECHCANNON
INVBATCHLINE_NDX1,NORMAL,INV_ITEM_BATCH_LINES,TABLE,ORATECH_INDX,BATCH_ID~ITEM_ID~,ORATECHCANNON
INVITBATCHLINE_PK,NORMAL,INV_ITEM_BATCH_LINES,TABLE,ORATECH_DATA,BATCH_LINE_ID,ORATECHCANNON
IIC_IC_UK1_UK,NORMAL,INV_ITEM_CATEGORIES,TABLE,ORATECH_DATA,CATEGORY_NAME,ORATECHCANNON
IIC_PK,NORMAL,INV_ITEM_CATEGORIES,TABLE,ORATECH_DATA,CATEGORY_ID,ORATECHCANNON
IICH_IICH_BATCH_UK1_UK,NORMAL,INV_ITEM_COUNT_HEADERS,TABLE,ORATECH_DATA,BATCH_NAME,ORATECHCANNON
IICH_PK,NORMAL,INV_ITEM_COUNT_HEADERS,TABLE,ORATECH_DATA,ITEM_COUNT_HEADER_ID,ORATECHCANNON
ITEMCOUNT_INDX2,NORMAL,INV_ITEM_COUNT_HEADERS,TABLE,ORATECH_INDX,ITEM_COUNT_HEADER_ID~COUNT_STATUS~,ORATECHCANNON
IICL_PK,NORMAL,INV_ITEM_COUNT_LINES,TABLE,ORATECH_DATA,ITEM_COUNT_LINE_ID,ORATECHCANNON
ITEMCOUNTLINE_INDX2,NORMAL,INV_ITEM_COUNT_LINES,TABLE,ORATECH_INDX,ITEM_COUNT_HEADER_ID,ORATECHCANNON
ITMDIM_PK,NORMAL,INV_ITEM_DIMENSIONS,TABLE,ORATECH_DATA,DIMENSION_ID,ORATECHCANNON
ITMDIM_UK1,NORMAL,INV_ITEM_DIMENSIONS,TABLE,ORATECH_DATA,ITEM_ID,ORATECHCANNON
