VIEW_NAME,TEXT,TEXT_LENGTH,DATASOURCE
CMN_TAX_BREAKUPS_V,"Select ""CTC_TAX_CODE_ID"",""CTB_PERCENT"",""CTB_RECOVERABLE"",""CTB_DESC"",""UPDATE_SOURCE"",""RECORD_STATUS"",""LAST_UPDATED_BY"",""LAST_UPDATE_DATE"",""CREATION_DATE"",""CREATED_BY"",""DELETE_FLAG"",""BU_ID"",""CTB_NAME"",""CTB_ID"" from CMN_TAX_BREAKUPS",229,ORATECHCANNON
CMN_TAX_CODES_V,"Select ""GAC_GL_ACCOUNT_ID"",""TAX_PERCENT"",""TAX_CODE_ID"",""END_DATE"",""UPDATE_SOURCE"",""RECORD_STATUS"",""LAST_UPDATED_BY"",""LAST_UPDATE_DATE"",""BU_ID"",""DELETE_FLAG"",""CREATION_DATE"",""TAX_DESC"",""CREATED_BY"",""TAX_RATE"",""TAX_CODE"",""TAX_PRINT_DESC"" from CMN_TAX_CODES",254,ORATECHCANNON
CMN_TERMINALS_V,"Select ""DELETE_FLAG"",""UPDATE_SOURCE"",""LAST_UPDATED_BY"",""LAST_UPDATE_DATE"",""RECORD_STATUS"",""CREATION_DATE"",""CREATED_BY"",""INSTALL_DATE"",""ACTIVE"",""HARD_DISK_VOLUMENO"",""APPLICATION_DIRECTORY"",""HARDWARE_TYPE"",""TERMINAL_TYPE"",""DESCRIPTION"",""NAME"",""TERMINAL_ID"",""BU_ID"",""PRINT_FLAG"" from CMN_TERMINALS",294,ORATECHCANNON
CMN_TERMINAL_PROPERTIES_V,"Select ""RECORD_STATUS"",""CREATION_DATE"",""ATTRIBUTE2"",""ATTRIBUTE4"",""ATTRIBUTE3"",""DELETE_FLAG"",""UPDATE_SOURCE"",""LAST_UPDATED_BY"",""TERMINAL_PROPERTY_ID"",""TERMINAL_ID"",""CREATED_BY"",""ATTRIBUTE6"",""ATTRIBUTE5"",""NAME"",""PROPERTY_ID"",""LAST_UPDATE_DATE"",""ATTRIBUTE1"",""DESCRIPTION"",""BU_ID"" from CMN_TERMINAL_PROPERTIES",305,ORATECHCANNON
CMN_TERMS_V,"Select ""ACTIVE"",""ATTRIBUTE6"",""ATTRIBUTE5"",""ATTRIBUTE4"",""ATTRIBUTE3"",""ATTRIBUTE2"",""ATTRIBUTE1"",""SL_NO"",""USAGE"",""TC_CODE_ID"",""DELETE_FLAG"",""UPDATE_SOURCE"",""CREATION_DATE"",""RECORD_STATUS"",""LAST_UPDATED_BY"",""LAST_UPDATE_DATE"",""CREATED_BY"",""BU_ID"",""TC_TEXT"" from CMN_TERMS",267,ORATECHCANNON
CMN_UNIT_OF_MEASUREMENTS_V,"Select ""BU_ID"",""UOM_LONG_DESC"",""UOM_SHORT_DESC"",""UOM_ID"",""UPDATE_SOURCE"",""UOM_PRINTSMALLLABEL"",""UOM_CONV_SDESC"",""RECORD_STATUS"",""LAST_UPDATED_BY"",""LAST_UPDATE_DATE"",""UOM_CONVERSION_DESC"",""UOM_CONVERSION"",""CREATION_DATE"",""CREATED_BY"",""DELETE_FLAG"" from CMN_UNIT_OF_MEASUREMENTS",276,ORATECHCANNON
CMN_USERS_L,"select user_name,to_char(user_id)
from    cmn_users
Where  Active = 'Y'
order by 1",82,ORATECHCANNON
CMN_USERS_V,"select ""ACTIVE"",""START_DATE"",""LAST_PASSWORD_DATE"",""LAST_LOGIN_DATE"",""PASSWORD_EXPIRE_AFTER"",""EMPLOYEE_ID"",""LOCATION_ID"",""END_DATE"",""UPDATE_SOURCE"",""USER_EMAIL"",""RECORD_STATUS"",""LAST_UPDATED_BY"",""LAST_UPDATE_DATE"",""CREATION_DATE"",""DELETE_FLAG"",""BU_ID"",""SUPPLIER_ID"",""USER_DESCRIPTION"",""USER_FULL_NAME"",""USER_PASSWORD"",""CREATED_BY"",""USER_NAME"",""USER_ID"",""USER_GROUP"",""AUTO_EXIT_TYPE"",""FUNCTION_ID"",""MULTI_LOCATION"",""CUSTOMER_ID"",""INVOICETO_CUSTOMER_ID"",""DELIVERTO_CUSTOMER_ID"",""INVOICETO_CONTACT_ID"",""DELIVERTO_CONTACT_ID"",""PASSWORD"",""LAST_LOGIN"",""EMAIL"",""IS_ACTIVE"",""IS_ADMIN"",""IS_STAFF"" from cmn_users",601,ORATECHCANNON
CMN_USER_EXCLUSIONS_V,"Select ""UPDATE_SOURCE"",""DELETE_FLAG"",""BU_ID"",""CREATED_BY"",""CREATION_DATE"",""LAST_UPDATED_BY"",""LAST_UPDATE_DATE"",""EXCLUSION_TYPE"",""REPORT_ID"",""FUNCTION_ID"",""USER_ID"",""EXCLUSION_ID"" from CMN_USER_EXCLUSIONS",203,ORATECHCANNON
CMN_USER_FUNCTIONS_V,"Select u.User_ID,u.User_Name,
       ur.Cr_Resp_ID,ur.Read,ur.Write,ur.Cur_Delete,
       cmr.Cm_Menu_ID,m.Menu_Name, m.Parent_Menu_Id,
       f.Function_id,f.Func_name,f.Func_Short_name,f.Func_Disp_name,
       f.Func_Type,M.Menu_Sl_No
From CMN_Users U, CMN_USER_RESPONSIBILITIES ur,
     CMN_MENU_RESPONSIBILITIES cmr, cmn_menus m, cmn_functions f
Where u.User_ID = ur.CU_User_ID
And   ur.CR_Resp_ID = cmr.CR_RESP_ID
And   cmr.cm_menu_id = m.Menu_id
And   m.cf_Function_Id  = f.function_id",491,ORATECHCANNON
CMN_USER_REPORTGROUPS_V,"Select ""ACTIVE"",""SL_NO"",""UPDATE_SOURCE"",""DELETE_FLAG"",""BU_ID"",""CREATED_BY"",""CREATION_DATE"",""LAST_UPDATED_BY"",""LAST_UPDATE_DATE"",""USER_ID"",""DESCRIPTION"",""USER_REPORTGROUP_ID"",""REPORT_GROUP_ID"" from CMN_USER_REPORTGROUPS",218,ORATECHCANNON
CMN_USER_REPORTS_V,"Select u.User_ID,u.User_Name,
       ur.REPORT_GROUP_ID,ur.Description Report_Group,
       rl.Report_Group_Line_ID,rep.Report_ID,rep.Display_name Report_Name,
       cm.Module_Id, cm.Module_name
From CMN_Users U, CMN_USER_REPORTGROUPS ur,
     CMN_REPORTGROUP_LINES rl,Cmn_Reports rep,
     cmn_Modules cm
Where u.User_ID = ur.User_ID
And   ur.REPORT_GROUP_ID = rl.REPORT_GROUP_ID
And   rl.Report_Id       = rep.Report_ID
And   rep.CML_Module_ID      = cm.Module_ID
And   rl.Active = 'Y'",488,ORATECHCANNON
CMN_USER_RESPONSIBILITIES_V,"Select ""CUR_DELETE"",""WRITE"",""READ"",""CU_USER_ID"",""CR_RESP_ID"",""USER_RESP_DESC"",""USER_RESP_ID"",""UPDATE_SOURCE"",""CREATED_BY"",""RECORD_STATUS"",""LAST_UPDATED_BY"",""LAST_UPDATE_DATE"",""CREATION_DATE"",""DELETE_FLAG"" from CMN_USER_RESPONSIBILITIES",235,ORATECHCANNON
CMN_USER_TOP_FUNCTIONS_V,"Select ""TERMINAL_ID"",""LAST_UPDATE_DATE"",""LAST_UPDATED_BY"",""UPDATE_SOURCE"",""CREATION_DATE"",""DELETE_FLAG"",""CREATED_BY"",""BU_ID"",""SCREEN_NUMBER"",""NOOFTIMESUSED"",""CUTF_ID"" from CMN_USER_TOP_FUNCTIONS",194,ORATECHCANNON
CMN_WDAY_SHIFTS_V,"Select ""RECORD_STATUS"",""WDAY_SHIFT_ID"",""WORKING_DAY_ID"",""SHIFT_ID"",""LAST_UPDATED_BY"",""LAST_UPDATE_DATE"",""CREATED_BY"",""CREATION_DATE"",""UPDATE_SOURCE"",""DELETE_FLAG"",""BU_ID"" from CMN_WDAY_SHIFTS",191,ORATECHCANNON
CMN_WEBSITEITEMS_V,"Select w.Customer_Id,w.Customer_Name,w.Customer_Number,
       w.Customer_Category,W.Upload_Items,
       w.Item_Pop_Method,w.Min_Item_Su_Type,
       w.FTP_USER_NAME,w.FTP_PASSWORD ,w.FTP_SERVER  ,
       w.FTP_PORT, w.FTP_SERVICE_PROVIDER  ,
       w.FTP_CONTACT, w.HOST_IMAGE_PATH1, w.HOST_IMAGE_PATH2 , ci.upload_ID,
       w.Min_Item_Su_Value,i.""ITEM_STATUS"",i.""IWC_CHARGE_ID"",i.""UPDATE_SOURCE"",i.""IPBH_PRICE_BREAK_ID"",i.""PALLET_QTY"",i.""ITEM_COMMENT"",i.""ITEM_SPECIFICATIONS"",i.""SUPPLIER_NOTES3"",i.""SUPPLIER_NOTES2"",i.""SUPPLIER_NOTES1"",i.""CUSTOMER_NOTES3"",i.""CUSTOMER_NOTES2"",i.""CUSTOMER_NOTES1"",i.""CASE_CP"",i.""ITEM_STYLE"",i.""ITEM_FITTING"",i.""ITEM_SIZE"",i.""ITEM_COLOUR"",i.""GOODSIN_LOCATION_ID"",i.""SALES_LOCATION_ID"",i.""GROSS_UNIT_WEIGHT"",i.""GROSS_CASE_WEIGHT"",i.""GAC_GL_ACCOUNT_ID"",i.""CMC_PC_ID"",i.""SUP_SUPPLIER_ID"",i.""IM_MANF_ID"",i.""CTC_TAX_CODE_ID"",i.""WARRANTY_PERIOD"",i.""GROUP4"",i.""GROUP3"",i.""GROUP2"",i.""GROUP1"",i.""WHOSE_FOR"",i.""IISC_SUB_CATEGORY_ID"",i.""IIC_CATEGORY_ID"",i.""SALES_LOCATION_QTY"",i.""RESERVABLE"",i.""NET_INGREDIENT"",i.""FLAGINDATETO"",i.""FLAGINDATEFROM"",i.""FLAGINWEBEXPORT"",i.""PRINT_PICTURE"",i.""NET_CASE_WEIGHT"",i.""NET_UNIT_WEIGHT"",i.""WARRANTIED"",i.""SERIAL_NUMBERED"",i.""SERVICEDITEM"",i.""STOCKABLE"",i.""SALEABLE"",i.""PURCHASEABLE"",i.""VOLUME_UOMID"",i.""WEIGHT_UOMID"",i.""UNIT_VOLUME"",i.""UNIT_HEIGHT"",i.""UNIT_WIDTH"",i.""UNIT_LENGTH"",i.""CASE_VOLUME"",i.""CASE_HEIGHT"",i.""CASE_WIDTH"",i.""CASE_LENGTH"",i.""SIMILAR_ITEM_ID"",i.""WEIGHED_ITEM"",i.""ALTERNATE_UNIT_CP"",i.""ALTERNATE_CASE_CP"",i.""QTYINSTOCK"",i.""ITEM_NAME"",i.""SHORT_DESC"",i.""OPENING_BALANCE"",i.""ITEM_ID"",i.""RECORD_STATUS"",i.""LAST_UPDATED_BY"",i.""LAST_UPDATE_DATE"",i.""TRACK_USAGE"",i.""SUPPLIER_PRODUCT_CODE"",i.""PICTURETYPE"",i.""PICTURENAME"",i.""SEASON_CODE_ID"",i.""CLOSING_BALANCE"",i.""CREATION_DATE"",i.""CREATED_BY"",i.""DELETE_FLAG"",i.""LONG_DESC"",i.""BU_ID"",i.""ITEM_NUMBER"",i.""STOCK_HOLDING_UNIT"",i.""UNIT_CP"",i.""CASE_UNIT"",i.""REORDER_UOMID"",i.""REORDER_QTY"",i.""REORDER_INTERVAL"",i.""MAX_QTY"",i.""MIN_QTY"",i.""STOCK_TAKE_CATEGORY"",i.""ITEM_CLASS_CATEGORY"",i.""ITEM_DIMENSION_TYPE"",i.""ITEM_DIMENSION"",i.""VALUABLE"",i.""TRADING_CASECP"",i.""TRADING_UNITCP"",i.""AVERAGE_UNITCP"",i.""LAST_BOUGHT_UNITCP"",i.""END_DATE_ACTIVE"",i.""START_DATE_ACTIVE"",i.""BALANCESHEET_GL_ACCOUNT_ID"",i.""PNL_GL_ACCOUNT_ID"",i.""PRICEVARIANCE_GL_ACCOUNT_ID"",i.""COSTOFSALES_GL_ACCOUNT_ID"",i.""SALES_GL_ACCOUNT_ID"",i.""INNER_QTY"",i.""PICTURENAME3"",i.""PICTURENAME2"",i.""PICTURENAME1"",i.""TECHNICAL_SPECS_FILE"",i.""TECHNICAL_SPECS"",i.""DEMO_VIDEO_FILE"",i.""FREIGHT_PRICE_CRITERIA"",i.""FREIGHT"",i.""TAKE_SNAPSHOT"",i.""SIMILAR_ITEM_CONCATED"",i.""ENFORCE_TAX_CODE"",i.""APPLY_OFFER"",i.""ENFORCE_REORDER_QTY"",i.""EXTERNAL_REFERENCE"",i.""SUPPLIER_CASE_CP"",i.""SUPPLIER_UNIT_CP"",i.""DELIVERY_CHARGES"",i.""CCC_ID"",i.""MIN_PB_QTY"",i.""MKUPTEMP_ID"",i.""PUBLISH_TO_WEB"",i.""DEFAULT_LABEL_NAME"",i.""REPLENISHED_FROM_LOCATION"",i.""REPLENISHMENT_OPTIONS"",i.""KEY_WORDS"",i.""EXCHANGE_RATE"",i.""INSTRUNCTION"",i.""IMAGE_HINT"",i.""ITEM_CONDITION"",i.""STP_ID"",i.""STP_LEVEL6_ID"",i.""STP_LEVEL5_ID"",i.""STP_LEVEL4_ID"",i.""STP_LEVEL3_ID"",i.""STP_LEVEL2_ID"",i.""STP_LEVEL1_ID"",i.""UNIT_VOLUMETRIC_WEIGHT"",i.""CASE_VOLUMETRIC_WEIGHT"",i.""WEB_EXPEDITE_FLAG"",i.""WWW_DESIGN_PATTERN"",i.""WWW_PACKAGE_QUANTITY"",i.""WWW_VARIATION_THEME"",i.""WWW_RELATIONSHIP_TYPE"",i.""WWW_BARCODE_TYPE"",i.""WWW_PARENT_SKU"",i.""WWW_PARENTAGE"",i.""FREIGHT_NAME"",i.""FREIGHT_LINE_ID"",i.""SALES_PRICE_FLAG"",i.""MIN_MAX_CAL_TYPE"",i.""TYPICAL_DAILY_USAGE"",i.""VIRTUAL_STOCK"",i.""UOM_ID"",i.""SUPPLIER_NAME"",i.""CATEGORY_NAME"",i.""CATEGORY_CODE"",i.""CATEGORY_ATTRIBUTE1"",i.""CATEGORY_ATTRIBUTE2"",i.""SUB_CATEGORY_NAME"",i.""SUB_CATEGORY_CODE"",i.""TAXRATE"",i.""MANUFACTURER"",i.""CONTAINER"",i.""SEASON"",i.""GL_ACNAME"",i.""PRICEBREAKNAME"",i.""PRICEBREAKDESC"",i.""QTY_SOLD"",i.""LAST_ADJUST_DATE"",i.""LAST_SOLD_DATE"",i.""LAST_BOUGHT_DATE"",i.""QTY_RETURNED_TO_SUPPLIER"",i.""QTY_RETURNED_FROM_CUSTOMER"",i.""QTY_ADJUSTED"",i.""QTY_GOODSIN"",i.""QTY_RESERVED"",i.""QTY_ALLOCATED"",i.""QTY_INORDER"",i.""QTY_INSTOCK"",i.""QTY_RESERVED_INVOICED"",i.""QTY_RESERVED_GRN"",i.""QTY_RESERVED_PO"",i.""QTY_RESERVED_BALANCE"",i.""QTY_RESERVED_FULFILLED"",i.""LAST_GRN_QTY"",i.""LAST_PO_DATE"",i.""LAST_PO_QTY"",i.""LAST_SOLD_QTY"",i.""SYSTEM_UNITCP"",i.""TAX_CODE"",i.""TAX_RATE"" ,
       ci.Sales_Unit,
       Nvl(Ci.Sales_Unit, Price_Pkg.Get_ItemQuantity(w.MIN_ITEM_SU_TYPE,i.item_Id,null,null,w.MIN_ITEM_SU_value))
       Derived_SalesUnit, ci.Upload_Item,ci.last_Upload_Date,
       ci.WEB_PREFERENCE_CODE,ci.UPLOAD_STATUS,ci.WEB_EXPORT_HINT
From   Cmn_websites_V w, Inv_Item_Masters_Va i,
       Ar_Cust_item_Uploads ci
Where  w.Customer_ID  = ci.Customer_ID
And    ci.Item_Id     = i.Item_ID",4516,ORATECHCANNON
CMN_WEBSITES_V,"Select c.""BALANCE"",c.""CUST_CREDIT_LIMIT"",c.""EMAIL"",c.""FAX"",c.""PHONE2"",c.""PHONE1"",c.""CUSTOMER_NUMBER"",c.""BILLTO_POST_CODE"",c.""BILLTO_COUNTRY_CODE"",c.""BILLTO_ADDRESS_LINE3"",c.""BILLTO_ADDRESS_LINE2"",c.""BILLTO_ADDRESS_LINE1"",c.""CONTACT_FULL_NAME"",c.""CUSTOMER_NAME"",c.""CONTACT_FORENAME"",c.""CONTACT_SURNAME"",c.""CUST_TITLE"",c.""CUSTOMER_ID"",c.""CURRENCY_CODE"",c.""UPDATE_SOURCE"",c.""CUST_VATREGNO"",c.""ATTRIBUTE2"",c.""ATTRIBUTE1"",c.""RECORD_STATUS"",c.""LAST_UPDATED_BY"",c.""LAST_UPDATE_DATE"",c.""LOGIN_NAME"",c.""CUST_PASSWORD"",c.""PAID_AMOUNT"",c.""INVOICED_AMOUNT"",c.""CREATION_DATE"",c.""CREATED_BY"",c.""DELETE_FLAG"",c.""BILLTO_COUNTY"",c.""BILLTO_CITY"",c.""SHIPTO_COUNTRY_CODE"",c.""SHIPTO_COUNTY"",c.""SHIPTO_CITY"",c.""SHIPTO_POST_CODE"",c.""SHIPTO_ADDRESS_LINE3"",c.""SHIPTO_ADDRESS_LINE2"",c.""GL_ACCOUNT_ID"",c.""ORIG_SYSTEM_REF_HDR"",c.""ORIG_SYSTEM_REF"",c.""PRIMARY_CUSTOMER_ID"",c.""IPT_PRICE_TYPE_ID"",c.""CUSTOMER_PRICENAME"",c.""CPT_CPT_ID"",c.""CTP_CUST_PROFILE_ID"",c.""CTC_TAX_CODE_ID"",c.""MIN_DEPOSIT_AMOUNT"",c.""TAKE_DEPOSIT"",c.""RESERVE_ITEM"",c.""WWW"",c.""SHIPTO_ADDRESS_LINE1"",c.""CUSTOMER_MARKUPDOWN"",c.""HOLD_REASON"",c.""CUSTOMER_HOLD"",c.""BU_ID"",c.""MOBILE"",c.""PMNT_METHOD_ID"",c.""FREIGHT_LINE_ID"",c.""FREIGHT_HEADER_ID"",c.""LOCATION_ID"",c.""ITEM_POP_METHOD"",c.""MIN_ITEM_SU_VALUE"",c.""MIN_ITEM_SU_TYPE"",c.""CUSTOMER_CLASS_CODE"",c.""UPLOAD_ITEMS"",c.""MAX_VALUE"",c.""MIN_VALUE"",c.""CUSTOMER_CATEGORY"",c.""HOST_IMAGE_PATH2"",c.""HOST_IMAGE_PATH1"",c.""FTP_CONTACT"",c.""FTP_SERVICE_PROVIDER"",c.""FTP_PORT"",c.""FTP_SERVER"",c.""FTP_PASSWORD"",c.""FTP_USER_NAME"",c.""PICTURETYPE"",c.""PICTURENAME"",c.""ACCOUNT_ALLOWED"",c.""PRINT_CUSTOMER_NAME"",c.""CONSOLIDATE_ITEMS"",c.""UPLOAD_INSTOCK_ITEMS"",c.""WWW_SUBSCRIPTION_PREFERENCE"",c.""WWW_END_DATE"",c.""WWW_START_DATE"",c.""WWW_CUSTOMER_CATEGORY"",c.""WWW_MIN_ORDER_FREESHIP"",c.""WWW_PRICE_BREAK_DISPLAY"",c.""WWW_MIN_ORDER_VALUE"",c.""WWW_PRICE_TYPE_ID"",c.""WWW_MARKUPDOWN"",c.""SUPPLIER_ID"",c.""CUSTOMER_TYPE_CODE"",c.""RRP_PERCENTAGE"",c.""EXPORT_CUSTOMER"",c.""JOB_ID"",c.""SHIPTO_ADDRESS_TYPE"",c.""EXPORT_FOOTER"",c.""EXPORT_HEADER"",c.""EXPORT_HEADER_LIST"",c.""EXPORT_COLUMN_LIST"",c.""ITEM_BATCH_ID"",c.""BACKORDER_HEADER_ID"",c.""ITEM_BATCH_HINT"",c.""DATE_FORMAT"",c.""DEFAULT_UPLOAD_STATUS"",c.""FILTER_CRITERIA"",c.""WWW_SUB_SOURCE_ID"",c.""LANGUAGE_CODE"",c.""PRINT_PRICE_TYPE_ID"",c.""WWW_SHIPPING_HINT"",c.""WWW_PRICE_INCSHIPPING"",c.""PRICE_IMPORT_HINT"",c.""PRICE_INVOICE_HINT"",c.""SHIPTO_EMAIL"",c.""SHIPTO_CONTACT_NAME""
From   Ar_Customers c
Where  Customer_Category = 'WEBUPLOAD'",2407,ORATECHCANNON
CRM_ACCOUNTS_ORATECH_V,"SELECT Null ""Id"",Null ""Owner"" , Null ""Owner Name"" ,  C.Customer_Name ""Account Name"", c.Phone1 ""Phone"",
c.www ""Website"" , nvl(prof.Cust_Profile_name,'CASH CUSTOMER') ""Profile"" , null ""Parent Account"" ,
null ""Parent Account Name"" ,
'Tools' Industry, nvl(p.Terms_Name,'IMMEDIATE') ""Payment Terms"" ,0 ""Annual Revenue"" ,
c.customer_Number ""Source Reference"" , nvl(c.Currency_Code,'GBP') ""Currency Type"" , c.customer_ID ""Account Number"" ,
c.Phone2 ""Phone 2"" ,c.contact_forename  ""First Name"" ,c.fax ""Fax"" ,
c.Contact_Surname ""Last Name"" ,c.mobile ""Mobile Number"" , 'CannonTools' ""Ownership"" ,c.email ""Bill to Email"" ,
null  ""Created Time"" ,null ""Modified By"" , null ""Modified By Name"" ,
null ""Modified Time"" ,substr(Cmn_Common_Pkg.GetUsername(c.last_updated_by),1,100)  ""Oratech Modified By"" ,
substr(Cmn_Common_Pkg.GetUsername(c.Created_By),1,100)  ""Oratech Created By"" ,
null ""Created By"" , null ""Created By Name"", null ""Last Activity Time"" ,
c.Billto_Address_Line1 ""Billing Street"" , c.Shipto_Address_Line1 ""Shipping Street"" , c.Billto_City ""Billing City"",
c.Shipto_City ""Shipping City"" , c.Billto_county ""Billing Province"",c.Shipto_County ""Shipping Province"" ,
c.Billto_Country_Code ""Billing Country"" , c.SHIPTO_COUNTRY_CODE ""Shipping Country"" , c.BILLTO_POST_CODE  ""Billing Post Code"" ,
c.shipto_post_code  ""Shipping Post Code"" ,  pr.Price_Type_Name ""SP Tier"" ,Null ""Company Reg Number"" ,
c.CUST_VATREGNO   ""VAT Reg No"" ,c.EXPORT_CUSTOMER ""Export Customer"" ,'Y' ""VAT Check"" , ct.Tax_Code  ""Tax Code"" ,
c.ACCOUNT_ALLOWED ""Account Customer"" ,c.Customer_id ""CUSTOMER_ID"" ,c.CUST_CREDIT_LIMIT ""Credit Limit"",
0 ""Paid Amount"" , 0 ""Invoiced Amount"",0 ""Balance"" ,
null ""Description"" , null  ""VAT Reg Check Document"" , 
null ""Company Reg Check Document"" ,null ""Tag"" , c.Last_Update_Date
FROM AR_CUSTOMERS_V c, Cmn_Payment_Terms p, Ar_Customer_Profiles prof,
     INV_Price_Types pr, cmn_Tax_Codes ct 
WHERE  length(c.Customer_Name) > 3
AND    c.cpt_Cpt_ID       = p.CPT_ID (+)
AND    c.CTP_Cust_Profile_ID  = prof.Cust_Profile_ID (+) 
AND    c.IPT_Price_Type_ID    = pr.Price_Type_ID  (+)
AND    c.CTC_Tax_Code_ID  = ct.Tax_Code_ID (+)",2126,ORATECHCANNON
CRM_ACCOUNTS_TOTALS_V,"SELECT Customer_ID, Sum(nvl(Gross_Total,0)) Invoiced_Amount,
       Sum(nvl(Paid_Amount,0)) Paid_Amount ,sum(nvl(Balance_Total,0)) Balance
From   Ar_Invoice_Headers
Where  Invoice_Status_Date > sysdate -7
Group By Customer_ID",225,ORATECHCANNON
CRM_ACCOUNTS_V,"SELECT Null ""Id"",Null ""Owner"" , Null ""Owner Name"" ,  C.Customer_Name ""Account Name"", c.Phone1 ""Phone"",
c.www ""Website"" , nvl(prof.Cust_Profile_name,'CASH CUSTOMER') ""Profile"" , null ""Parent Account"" ,
null ""Parent Account Name"" ,
'Tools' Industry, nvl(p.Terms_Name,'IMMEDIATE') ""Payment Terms"" ,Inv.Invoiced_Amount ""Annual Revenue"" ,
c.customer_Number ""Source Reference"" , nvl(c.Currency_Code,'GBP') ""Currency Type"" , c.customer_ID ""Account Number"" ,
c.Phone2 ""Phone 2"" ,c.contact_forename  ""First Name"" ,c.fax ""Fax"" ,
c.Contact_Surname ""Last Name"" ,c.mobile ""Mobile Number"" , 'CannonTools' ""Ownership"" ,c.email ""Bill to Email"" ,
null  ""Created Time"" ,null ""Modified By"" , null ""Modified By Name"" ,
null ""Modified Time"" ,substr(Cmn_Common_Pkg.GetUsername(c.last_updated_by),1,100)  ""Oratech Modified By"" ,
substr(Cmn_Common_Pkg.GetUsername(c.Created_By),1,100)  ""Oratech Created By"" ,
null CreatedBy, null ""Created By Name"", null ""Last Activity Time"" ,
c.Billto_Address_Line1 ""Billing Street"" , c.Shipto_Address_Line1 ""Shipping Street"" , c.Billto_City ""Billing City"",
c.Shipto_City ""Shipping City"" , c.Billto_county ""Billing Province"",c.Shipto_County ""Shipping Province"" ,
c.Billto_Country_Code ""Billing Country"" , c.SHIPTO_COUNTRY_CODE ""Shipping Country"" , c.BILLTO_POST_CODE  ""Billing Post Code"" ,
c.shipto_post_code  ""Shipping Post Code"" ,  pr.Price_Type_Name ""SP Tier"" ,c.CUST_VATREGNO ""Company Reg Number"" ,
c.CUST_VATREGNO   ""VAT Reg No"" ,c.EXPORT_CUSTOMER ""Export Customer"" ,'Y' ""VAT Check"" , ct.Tax_Code  ""Tax Code"" ,
c.ACCOUNT_ALLOWED ""Account Customer"" ,c.Customer_id ""CUSTOMER_ID"" ,c.CUST_CREDIT_LIMIT ""Credit Limit"",
inv.Paid_Amount ""Paid Amount"" , Inv.Invoiced_Amount ""Invoiced Amount"",inv.Balance_Total ""Balance"" ,
null ""Description"" , null  ""VAT Reg Check Document"" , 
null ""Company Reg Check Document"" ,null ""Tag"" 
FROM AR_CUSTOMERS_V c, Cmn_Payment_Terms p, Ar_Customer_Profiles prof,
     INV_Price_Types pr, cmn_Tax_Codes ct ,
    ( SELECT  h.Customer_Id, Sum(nvl(h.Gross_Total,0)) Invoiced_Amount,Sum(nvl(h.Paid_Amount,0)) Paid_Amount ,sum(nvl(h.Balance_Total,0)) Balance_Total
	     From   Ar_Invoice_Headers h
       GROUP BY h.Customer_ID ) Inv
WHERE  length(c.Customer_Name) > 3
AND    c.cpt_Cpt_ID       = p.CPT_ID (+)
AND    c.CTP_Cust_Profile_ID  = prof.Cust_Profile_ID (+) 
AND    c.IPT_Price_Type_ID    = pr.Price_Type_ID  (+)
AND    c.CTC_Tax_Code_ID  = ct.Tax_Code_ID (+)
And    c.Customer_ID = inv.Customer_ID (+)",2445,ORATECHCANNON
CRM_COMMUNICATIONS_V,"Select ""ATTACH_FILE1_IDENTIFIER"",""ATTACH_FILE6"",""ATTACH_FILE5"",""ATTACH_FILE4"",""ATTACH_FILE3"",""ATTACH_FILE2"",""ATTACH_FILE1"",""COMMUNTICATION_METHOD_CODE"",""COMMUNICATION_TYPE_CODE"",""COMMUNICATION_DESCRIPTION"",""COMMUNICATION_NAME"",""COMMUNICATION_BLOB"",""COMMUNICATION_CLOB"",""COMMUNICATION_ID"",""SOURCE_URL"",""RECORD_STATUS"",""UPDATE_SOURCE"",""DELETE_FLAG"",""BU_ID"",""CREATED_BY"",""CREATION_DATE"",""LAST_UPDATED_BY"",""LAST_UPDATE_DATE"",""ACTIVE"",""CMN_OBJECT_BATCH_ID"",""ITEM_BATCH_ID"",""WHOM_LIST"",""TEMPLATE_ID"",""DATE_TO"",""DATE_FROM"",""MERGE_HEADER_ID"",""PLSQL_FUNCTION"",""ATTACH_URL6_IDENTIFIER"",""ATTACH_URL5_IDENTIFIER"",""ATTACH_URL4_IDENTIFIER"",""ATTACH_URL3_IDENTIFIER"",""ATTACH_URL2_IDENTIFIER"",""ATTACH_URL1_IDENTIFIER"",""ATTACH_URL6"",""ATTACH_URL5"",""ATTACH_URL4"",""ATTACH_URL3"",""ATTACH_URL2"",""ATTACH_URL1"",""ATTACH_FILE6_IDENTIFIER"",""ATTACH_FILE5_IDENTIFIER"",""ATTACH_FILE4_IDENTIFIER"",""ATTACH_FILE3_IDENTIFIER"",""ATTACH_FILE2_IDENTIFIER"",""REPLY_EMAIL"",""FROM_EMAIL"",""SUBJECT"" from CRM_COMMUNICATIONS",975,ORATECHCANNON
